date;Direction;v_count;v_vel
2022-01-25 07:00:00;Околовръстно;134;50.13432835820896
2022-01-25 07:00:00;Център;188;49.90425531914894
2022-01-25 08:00:00;Околовръстно;143;50.59440559440559
2022-01-25 08:00:00;Център;195;47.01538461538462
2022-01-25 09:00:00;Околовръстно;119;51.11764705882353
2022-01-25 09:00:00;Център;116;47.5948275862069
2022-01-25 10:00:00;Околовръстно;127;50.68503937007874
2022-01-25 10:00:00;Център;123;50.113821138211385
2022-01-25 11:00:00;Околовръстно;158;51.27215189873418
2022-01-25 11:00:00;Център;154;47.74025974025974
2022-01-25 12:00:00;Околовръстно;137;51.5985401459854
2022-01-25 12:00:00;Център;140;49.207142857142856
2022-01-25 13:00:00;Околовръстно;166;51.78313253012048
2022-01-25 13:00:00;Център;149;48.8255033557047
2022-01-25 14:00:00;Околовръстно;144;50.35416666666666
2022-01-25 14:00:00;Център;165;48.50909090909091
2022-01-25 15:00:00;Околовръстно;144;51.18055555555556
2022-01-25 15:00:00;Център;188;48.57446808510638
2022-01-25 16:00:00;Околовръстно;185;50.05945945945946
2022-01-25 16:00:00;Център;220;48.05909090909091
2022-01-25 17:00:00;Околовръстно;223;49.82062780269058
2022-01-25 17:00:00;Център;287;49.88850174216028
2022-01-25 18:00:00;Околовръстно;180;50.88333333333333
2022-01-25 18:00:00;Център;205;51.829268292682926
2022-01-25 19:00:00;Околовръстно;118;51.898305084745765
2022-01-25 19:00:00;Център;132;48.31060606060606
2022-01-25 20:00:00;Околовръстно;52;51.09615384615385
2022-01-25 20:00:00;Център;69;47.6231884057971
2022-01-25 21:00:00;Околовръстно;30;52.5
2022-01-25 21:00:00;Център;41;45.39024390243903
2022-01-25 22:00:00;Околовръстно;29;49.48275862068966
2022-01-25 22:00:00;Център;29;48.241379310344826
2022-01-25 23:00:00;Околовръстно;19;52.10526315789474
2022-01-25 23:00:00;Център;10;40.5
2022-01-26 00:00:00;Околовръстно;11;48.90909090909091
2022-01-26 00:00:00;Център;14;48.92857142857143
2022-01-26 01:00:00;Околовръстно;7;44.42857142857143
2022-01-26 01:00:00;Център;8;52.375
2022-01-26 02:00:00;Околовръстно;2;52.0
2022-01-26 02:00:00;Център;3;48.66666666666666
2022-01-26 03:00:00;Околовръстно;2;51.0
2022-01-26 03:00:00;Център;7;47.85714285714285
2022-01-26 04:00:00;Околовръстно;6;43.333333333333336
2022-01-26 04:00:00;Център;6;47.333333333333336
2022-01-26 05:00:00;Околовръстно;24;48.79166666666666
2022-01-26 05:00:00;Център;28;41.17857142857143
2022-01-26 06:00:00;Околовръстно;51;48.41176470588236
2022-01-26 06:00:00;Център;57;41.70175438596491
2022-01-26 07:00:00;Околовръстно;135;50.2
2022-01-26 07:00:00;Център;195;45.57435897435897
2022-01-26 08:00:00;Околовръстно;132;51.54545454545455
2022-01-26 08:00:00;Център;171;46.134502923976605
2022-01-26 09:00:00;Околовръстно;115;51.63478260869565
2022-01-26 09:00:00;Център;107;46.925233644859816
2022-01-26 10:00:00;Околовръстно;135;51.3037037037037
2022-01-26 10:00:00;Център;143;46.16083916083916
2022-01-26 11:00:00;Околовръстно;145;51.30344827586207
2022-01-26 11:00:00;Център;146;46.87671232876713
2022-01-26 12:00:00;Околовръстно;150;51.38
2022-01-26 12:00:00;Център;135;49.096296296296295
